col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,area_code_408,area_code_415,area_code_510
0,1,0,0,0,0,0,0,0.09178743961352658,0,0,0.0,0.5343642611683849,0.5865384615384616,0.5344792719919109,0.7162910971555226,0.34579439252336447,0.7162103433289874,0.4281414597441685,0.5233644859813084,0.4280936454849498,0.21582733812949642,0.6,0.216,0.0,0.0,1.0,0.0
0,0,0,0,0,0,1,0,0.2318840579710145,0,0,0.0,0.29140893470790374,0.6634615384615384,0.2914054600606673,0.5570742519394164,0.5794392523364486,0.5567144719687093,0.4176072234762979,0.411214953271028,0.4172240802675584,0.5611510791366907,0.1,0.5626666666666666,0.3333333333333333,0.0,0.0,1.0
0,0,0,0,0,0,1,0,0.357487922705314,0,0,0.0,0.6584192439862543,0.5480769230769231,0.6586450960566228,0.5068341337273734,0.5607476635514018,0.5067362016514558,0.6715575620767494,0.48598130841121495,0.6714046822742475,0.5035971223021584,0.5,0.504,0.3333333333333333,0.0,0.0,1.0
0,0,0,0,0,0,1,0,0.05314009661835749,0,0,0.0,0.7391752577319587,0.6730769230769231,0.7393326592517695,0.6948651643886222,0.6728971962616822,0.6944806605823555,0.7994732881866065,0.411214953271028,0.7993311036789296,0.6115107913669066,0.3,0.6133333333333334,0.3333333333333333,1.0,0.0,0.0
0,0,0,0,1,0,0,0,0.27053140096618356,0,1,0.625,0.4890034364261169,0.4423076923076923,0.4891809908998988,0.48282231252308827,0.2616822429906542,0.48283355063016076,0.5485327313769752,0.6542056074766355,0.5484949832775919,0.35971223021582743,0.4,0.36000000000000004,0.0,1.0,0.0,0.0
0,0,0,0,0,0,1,0,0.16908212560386474,0,1,0.75,0.384192439862543,0.7692307692307693,0.38422649140546006,0.3627632065016624,0.308411214953271,0.36245110821382004,0.23175319789315277,0.5887850467289719,0.23160535117056857,0.8057553956834532,0.6,0.808,0.0,1.0,0.0,0.0
0,0,0,0,1,0,0,0,0.3719806763285024,0,0,0.0,0.33092783505154644,0.15384615384615385,0.3310414560161779,0.5888437384558551,0.6448598130841121,0.5884398087787919,0.6023325808878857,0.5794392523364486,0.6020066889632106,0.4820143884892087,0.5,0.48266666666666674,0.3333333333333333,0.0,1.0,0.0
0,0,0,0,0,0,1,0,0.6521739130434783,1,1,0.825,0.5821305841924399,0.5576923076923077,0.5822042467138523,0.4554857776135944,0.48598130841121495,0.4554541503694046,0.12791572610985702,0.5700934579439252,0.12792642140468227,0.5179856115107915,0.6,0.52,1.0,0.0,1.0,0.0
0,1,0,0,0,0,0,0,0.46859903381642515,0,0,0.0,0.3154639175257732,0.5192307692307693,0.31547017189079873,0.37864794975988186,0.35514018691588783,0.3785310734463277,0.45184349134687735,0.8317757009345794,0.45150501672240795,0.43884892086330946,0.2,0.44,1.0,1.0,0.0,0.0
0,1,0,0,0,0,0,0,0.6473429951690821,1,1,0.0,0.4762886597938144,0.3557692307692308,0.4764408493427704,0.5157000369412635,0.5607476635514018,0.5154280747501085,0.20504138449962378,0.29906542056074764,0.2048494983277592,0.81294964028777,0.4,0.8133333333333334,0.0,1.0,0.0,0.0
0,0,0,1,0,0,0,0,0.15942028985507245,0,0,0.0,0.31030927835051547,0.3269230769230769,0.31041456016177954,0.8049501292944218,0.4766355140186916,0.8048674489352454,0.9172310007524455,0.29906542056074764,0.9172240802675584,0.4820143884892087,0.4,0.48266666666666674,0.6666666666666666,0.0,0.0,1.0
1,0,0,0,0,0,0,0,0.7681159420289855,0,0,0.0,0.17628865979381442,0.27884615384615385,0.17633973710819006,0.37310676025120065,0.5887850467289719,0.37288135593220345,0.4168547780285929,0.42990654205607476,0.4163879598662207,0.4244604316546763,0.4,0.424,1.0,0.0,1.0,0.0
0,0,0,0,0,0,0,1,0.30434782608695654,0,0,0.0,0.4106529209621993,0.18269230769230768,0.4107178968655207,0.5966014037680089,0.6635514018691588,0.5962624945675794,0.7434161023325809,0.37383177570093457,0.7433110367892977,0.014388489208633108,0.3,0.015999999999999986,0.3333333333333333,0.0,0.0,1.0
0,0,0,0,0,0,1,0,0.28019323671497587,0,1,0.7,0.29690721649484536,0.47115384615384615,0.2968655207280081,0.5493165866272627,0.4205607476635514,0.5493263798348544,0.3589164785553047,0.6542056074766355,0.358695652173913,0.3741007194244605,0.5,0.37599999999999995,0.6666666666666666,1.0,0.0,0.0
0,0,0,0,0,0,0,1,0.30917874396135264,0,0,0.0,0.6075601374570447,0.6923076923076923,0.6076845298281092,0.36313261913557443,0.7009345794392523,0.36288570186875274,0.2520692249811888,0.6728971962616822,0.25167224080267553,0.7122302158273381,0.5,0.7120000000000001,1.0,0.0,1.0,0.0
0,0,0,1,0,0,0,0,0.6811594202898551,0,0,0.0,0.5240549828178694,0.8173076923076923,0.5241658240647118,0.2596970816401921,0.2523364485981308,0.25945241199478486,0.6565086531226486,0.7570093457943925,0.6563545150501672,0.29496402877697847,0.5,0.296,0.6666666666666666,1.0,0.0,0.0
0,0,0,1,0,0,0,0,0.463768115942029,0,1,0.6,0.3391752577319587,0.8365384615384616,0.3391304347826087,0.5648319172515699,0.102803738317757,0.5645371577574968,0.010910458991723068,0.308411214953271,0.010869565217391332,0.5539568345323742,0.3,0.5546666666666668,0.3333333333333333,0.0,1.0,0.0
0,0,0,0,0,0,0,1,0.2463768115942029,0,0,0.0,0.540893470790378,0.5769230769230769,0.5409504550050556,0.759142962689324,0.45794392523364486,0.7588005215123859,0.6361926260346126,0.38317757009345793,0.6362876254180602,0.32374100719424465,0.5,0.3253333333333333,1.0,1.0,0.0,0.0
0,0,0,1,0,0,0,0,0.28502415458937197,0,0,0.0,0.6395189003436426,0.08653846153846154,0.6396359959555106,0.5422977465829332,0.6355140186915887,0.5419382877009996,0.6820917983446201,0.7757009345794392,0.6822742474916388,0.2517985611510792,0.3,0.25333333333333335,0.3333333333333333,1.0,0.0,0.0
1,0,0,0,0,0,0,0,0.043478260869565216,0,0,0.0,0.5209621993127147,0.6153846153846154,0.5211324570273003,0.46509050609530844,0.17757009345794392,0.46501521077792274,0.8092550790067721,0.102803738317757,0.8093645484949832,0.5827338129496404,0.6,0.5840000000000001,0.6666666666666666,1.0,0.0,0.0
0,0,0,0,0,0,1,0,0.45893719806763283,0,0,0.0,0.4319587628865979,0.6634615384615384,0.4319514661274014,0.7506464721093461,0.18691588785046728,0.7505432420686657,0.6049661399548533,0.205607476635514,0.604515050167224,0.4316546762589929,0.5,0.43199999999999994,0.6666666666666666,0.0,1.0,0.0
0,0,0,1,0,0,0,0,0.3864734299516908,0,0,0.0,0.4845360824742268,0.18269230769230768,0.48473205257836194,0.6834133727373476,0.35514018691588783,0.683181225554107,0.7618510158013544,0.48598130841121495,0.761705685618729,0.49640287769784175,0.3,0.49600000000000005,0.3333333333333333,1.0,0.0,0.0
1,0,0,0,0,0,0,0,0.6763285024154589,0,0,0.0,0.3175257731958763,0.4807692307692308,0.31749241658240646,0.42741041743627634,0.14018691588785046,0.4272055627987832,0.27501881113619264,0.7663551401869159,0.27508361204013376,0.33812949640287776,0.2,0.3386666666666667,0.3333333333333333,0.0,1.0,0.0
1,0,0,0,0,0,0,0,0.5797101449275363,0,1,0.75,0.5632302405498282,0.7788461538461539,0.5633973710819008,0.04063538973032878,0.2803738317757009,0.04041720990873535,0.4270127915726109,0.2897196261682243,0.42642140468227424,0.1798561151079137,0.3,0.18133333333333337,1.0,1.0,0.0,0.0
0,0,0,0,1,0,0,0,0.5990338164251208,0,0,0.0,0.6694158075601375,0.5288461538461539,0.6695652173913043,0.41780568895456227,0.7383177570093458,0.41764450239026507,0.4574868322046652,0.45794392523364486,0.45735785953177255,0.6258992805755396,0.8,0.6266666666666668,0.3333333333333333,1.0,0.0,0.0
1,0,0,0,0,0,0,0,0.8357487922705314,0,0,0.0,0.5415807560137457,0.47115384615384615,0.5417593528816985,0.39009974141115633,0.4392523364485981,0.3898305084745762,0.3720842738901429,0.07476635514018691,0.3720735785953177,0.5827338129496404,0.4,0.5840000000000001,0.3333333333333333,1.0,0.0,0.0
0,1,0,0,0,0,0,0,0.5555555555555556,0,1,0.85,0.8044673539518901,0.33653846153846156,0.8046511627906976,0.42076099002585887,0.8878504672897196,0.42068665797479354,0.37095560571858543,0.5607476635514018,0.37040133779264217,0.5971223021582734,0.3,0.5973333333333334,0.6666666666666666,0.0,1.0,0.0
1,0,0,0,0,0,0,0,0.714975845410628,0,1,0.7,0.5024054982817869,0.4230769230769231,0.5025278058645095,0.45622460288141864,0.1588785046728972,0.4558887440243373,0.744168547780286,0.06542056074766354,0.7441471571906353,0.669064748201439,0.3,0.6693333333333333,1.0,1.0,0.0,0.0
1,0,0,0,0,0,0,0,0.178743961352657,0,0,0.0,0.33230240549828177,0.4807692307692308,0.33225480283114256,0.36424085703731074,0.4672897196261682,0.36418948283355057,0.3434913468773514,0.5607476635514018,0.342809364548495,0.35251798561151076,0.6,0.352,0.6666666666666666,1.0,0.0,0.0
0,0,1,0,0,0,0,0,0.18840579710144928,0,1,0.0,0.39037800687285223,0.25,0.39049544994944385,0.388622090875508,0.38317757009345793,0.3885267275097784,0.5507900677200902,0.5233644859813084,0.5501672240802676,0.2086330935251799,0.5,0.208,0.6666666666666666,0.0,1.0,0.0
0,0,0,1,0,0,0,0,0.2028985507246377,1,0,0.0,0.7457044673539519,0.5480769230769231,0.7460060667340748,0.5485777613594385,0.5327102803738317,0.5484571925249891,0.33897667419112115,0.19626168224299065,0.33862876254180596,0.4316546762589929,0.4,0.43199999999999994,0.0,0.0,1.0,0.0
0,0,0,0,1,0,0,0,0.5410628019323671,1,0,0.0,0.31168384879725086,0.4326923076923077,0.3116279069767442,0.5249353527890654,0.6728971962616822,0.5245545415036941,0.23175319789315277,0.8691588785046729,0.23160535117056857,0.35971223021582743,0.8,0.36000000000000004,0.0,1.0,0.0,0.0
0,0,0,0,0,0,1,0,0.6038647342995169,0,0,0.0,0.6085910652920962,0.21153846153846154,0.608695652173913,0.5637236793498339,0.308411214953271,0.5636679704476315,0.3227990970654627,0.1308411214953271,0.32274247491638797,0.32374100719424465,0.1,0.3253333333333333,0.3333333333333333,1.0,0.0,0.0
0,1,0,0,0,0,0,0,0.7198067632850241,0,0,0.0,0.4962199312714777,0.5096153846153846,0.4962588473205257,0.3871444403398596,0.5887850467289719,0.3867883528900477,0.3043641835966892,0.5046728971962616,0.30434782608695654,0.7553956834532375,0.3,0.7573333333333334,0.3333333333333333,0.0,0.0,1.0
0,1,0,0,0,0,0,0,0.6618357487922706,0,0,0.0,0.7123711340206186,0.4326923076923077,0.7126390293225481,0.3923162172146288,0.3364485981308411,0.3920034767492394,0.8562829194883371,0.5420560747663551,0.8561872909698994,0.6115107913669066,0.7,0.6133333333333334,1.0,1.0,0.0,0.0
0,0,0,0,1,0,0,0,0.7777777777777778,0,1,0.0,0.6542955326460481,0.47115384615384615,0.6543983822042466,0.45770225341706683,0.34579439252336447,0.4576271186440678,0.703160270880361,0.14018691588785046,0.7031772575250835,0.6330935251798562,0.2,0.6346666666666667,0.0,0.0,0.0,1.0
0,0,1,0,0,0,0,0,0.7053140096618358,0,0,0.0,0.7357388316151202,0.33653846153846156,0.7358948432760364,0.31252308828961956,0.35514018691588783,0.3124728378965667,0.39428141459744165,0.5887850467289719,0.3938127090301003,0.33812949640287776,0.4,0.3386666666666667,1.0,0.0,0.0,1.0
0,0,0,0,1,0,0,0,0.42995169082125606,0,0,0.0,0.5804123711340207,0.9423076923076923,0.5805864509605662,0.5999261174732176,0.6542056074766355,0.5997392438070404,0.318660647103085,0.5514018691588785,0.318561872909699,0.2877697841726619,0.4,0.28800000000000003,0.3333333333333333,0.0,1.0,0.0
0,0,0,0,0,0,1,0,0.4057971014492754,0,0,0.0,0.6917525773195876,0.5865384615384616,0.6920121334681497,0.3431843369043221,0.4392523364485981,0.3428943937418513,0.45334838224228735,0.4953271028037383,0.45317725752508364,0.6258992805755396,0.3,0.6266666666666668,0.0,0.0,1.0,0.0
0,0,0,0,1,0,0,0,0.23671497584541062,0,0,0.0,0.4213058419243986,0.40384615384615385,0.42143579373104145,0.587366087920207,0.2336448598130841,0.587136027813994,0.42776523702031605,0.6074766355140186,0.42725752508361203,0.2014388489208633,0.2,0.20266666666666666,0.3333333333333333,0.0,1.0,0.0
0,0,0,1,0,0,0,0,0.391304347826087,0,0,0.0,0.9134020618556702,0.5865384615384616,0.9136501516683518,0.43110454377539714,0.4953271028037383,0.4311169056931769,0.761474793077502,0.2523364485981308,0.7608695652173914,0.6043165467625898,0.4,0.6053333333333334,0.0,0.0,1.0,0.0
1,0,0,0,0,0,0,0,0.6908212560386473,0,0,0.0,0.09312714776632303,0.6634615384615384,0.09302325581395349,0.047284817140746206,0.35514018691588783,0.0469361147327249,0.3961625282167043,0.4953271028037383,0.3963210702341137,0.35251798561151076,0.7,0.352,0.3333333333333333,1.0,0.0,0.0
0,0,0,0,1,0,0,0,0.21739130434782608,0,0,0.0,0.6171821305841925,0.23076923076923078,0.617391304347826,0.3697820465459919,0.5327102803738317,0.3694046066927423,0.4130925507900677,0.6261682242990654,0.41304347826086957,0.35251798561151076,0.3,0.352,0.6666666666666666,0.0,1.0,0.0
0,1,0,0,0,0,0,0,0.3333333333333333,0,0,0.0,0.46632302405498277,0.4807692307692308,0.466329625884732,0.33579608422608054,0.514018691588785,0.3355063016079965,0.6053423626787057,0.2803738317757009,0.6053511705685618,0.841726618705036,0.2,0.8426666666666667,0.3333333333333333,1.0,0.0,0.0
0,0,0,0,0,0,1,0,0.6908212560386473,0,0,0.0,0.5725085910652921,0.49038461538461536,0.5726996966632961,0.8836350203176948,0.2523364485981308,0.883528900478053,0.5880361173814899,0.6822429906542056,0.5877926421404682,0.7122302158273381,0.2,0.7120000000000001,0.3333333333333333,0.0,1.0,0.0
0,0,0,0,0,0,1,0,0.5555555555555556,1,0,0.0,0.6216494845360825,0.5384615384615384,0.6218402426693629,0.5190247506464721,0.29906542056074764,0.5189048239895697,0.7930775018811136,0.5887850467289719,0.7926421404682275,0.669064748201439,0.5,0.6693333333333333,1.0,0.0,1.0,0.0
0,1,0,0,0,0,0,0,0.3333333333333333,0,1,0.6,0.738831615120275,0.5096153846153846,0.7391304347826088,0.7218322866642038,0.4766355140186916,0.721425467188179,0.5831452219714071,0.205607476635514,0.5827759197324414,0.46762589928057563,0.4,0.4693333333333333,0.3333333333333333,0.0,1.0,0.0
0,0,0,0,1,0,0,0,0.6135265700483091,0,1,0.725,0.4975945017182131,0.5384615384615384,0.4976744186046511,0.5969708164019211,0.3644859813084112,0.5966970882225119,0.9604966139954854,0.29906542056074764,0.9607023411371235,0.381294964028777,0.7,0.3813333333333333,0.0,0.0,0.0,1.0
0,0,0,1,0,0,0,0,0.4492753623188406,0,0,0.0,0.4240549828178694,0.5480769230769231,0.4240647118301314,0.3350572589582564,0.5046728971962616,0.33507170795306385,0.4586155003762227,0.35514018691588783,0.4581939799331103,0.33812949640287776,0.5,0.3386666666666667,0.3333333333333333,1.0,0.0,0.0
0,0,0,0,0,0,1,0,0.5314009661835749,0,0,0.0,0.6178694158075602,0.6730769230769231,0.6179979777553083,0.532693018101219,0.27102803738317754,0.5323772272924815,0.43152746425884125,0.48598130841121495,0.43143812709030105,0.6258992805755396,0.2,0.6266666666666668,0.3333333333333333,0.0,0.0,1.0
0,0,0,0,0,0,1,0,0.3526570048309179,0,1,0.875,0.41099656357388314,0.5384615384615384,0.4111223458038422,0.2183228666420392,0.34579439252336447,0.21816601477618427,0.5056433408577877,0.102803738317757,0.5050167224080268,0.5467625899280576,0.9,0.5466666666666666,0.6666666666666666,0.0,1.0,0.0
0,1,0,0,0,0,0,0,0.6135265700483091,0,0,0.0,0.6989690721649485,0.7403846153846154,0.6990899898887765,0.6771333579608423,0.42990654205607476,0.67709691438505,0.5312264860797592,0.205607476635514,0.5309364548494984,0.7625899280575541,0.4,0.7626666666666667,0.3333333333333333,0.0,1.0,0.0
0,0,0,1,0,0,0,0,0.391304347826087,0,0,0.0,0.3759450171821306,0.125,0.37593528816986854,0.48245289988917633,0.5420560747663551,0.48239895697522817,0.15763732129420613,0.4485981308411215,0.157190635451505,0.5611510791366907,0.2,0.5626666666666666,0.3333333333333333,0.0,0.0,1.0
0,1,0,0,0,0,0,0,0.7439613526570048,0,0,0.0,0.5804123711340207,0.5,0.5805864509605662,0.46767639453269305,0.5327102803738317,0.4676227727075185,0.4826937547027841,0.6822429906542056,0.48244147157190637,0.4028776978417267,0.4,0.4026666666666667,0.0,0.0,1.0,0.0
0,0,0,1,0,0,0,0,0.38164251207729466,0,0,0.0,0.30859106529209623,0.5,0.3085945399393326,0.40155153306243074,0.5607476635514018,0.40156453715775753,0.6978931527464258,0.14953271028037382,0.697324414715719,0.3309352517985612,0.9,0.33066666666666666,0.3333333333333333,0.0,1.0,0.0
0,0,0,0,0,0,0,1,0.3719806763285024,0,0,0.0,0.7505154639175258,0.4326923076923077,0.7506572295247725,0.4214998152936831,0.6074766355140186,0.42112125162972625,0.7381489841986455,0.5514018691588785,0.738294314381271,0.44604316546762596,0.7,0.44799999999999995,1.0,0.0,1.0,0.0
0,0,0,0,0,0,1,0,0.42995169082125606,0,0,0.0,0.4969072164948453,0.22115384615384615,0.4970677451971688,0.4665681566309568,0.3177570093457944,0.46631899174272057,0.22573363431151242,0.4205607476635514,0.225752508361204,0.525179856115108,0.7,0.5253333333333333,1.0,0.0,1.0,0.0
0,0,1,0,0,0,0,0,0.34782608695652173,0,0,0.0,0.43161512027491405,0.5961538461538461,0.4317492416582406,0.5504248245289989,0.2336448598130841,0.5501955671447196,0.40030097817908195,0.24299065420560748,0.3996655518394649,0.697841726618705,0.4,0.6986666666666667,0.0,0.0,1.0,0.0
0,0,0,0,0,0,1,0,0.47342995169082125,0,0,0.0,0.5625429553264605,0.375,0.5625884732052577,0.5282600664942741,0.27102803738317754,0.5280312907431552,0.4635063957863055,0.6261682242990654,0.4632107023411371,0.38848920863309355,0.3,0.38933333333333336,0.3333333333333333,0.0,1.0,0.0
0,0,0,0,0,1,0,0,0.5748792270531401,0,0,0.0,0.6103092783505154,0.7980769230769231,0.61051567239636,0.5360177318064279,0.5327102803738317,0.5358539765319427,0.374341610233258,0.4672897196261682,0.3737458193979933,0.14388489208633096,0.5,0.144,0.3333333333333333,1.0,0.0,0.0
1,0,0,0,0,0,0,0,0.3671497584541063,0,0,0.0,0.7467353951890034,0.23076923076923078,0.7470171890798787,0.5223494643516807,0.7383177570093458,0.5219469795740983,0.7806621519939804,0.5887850467289719,0.7801003344481606,0.46762589928057563,0.7,0.4693333333333333,0.6666666666666666,0.0,1.0,0.0
0,0,0,0,0,0,0,1,0.46859903381642515,0,1,0.525,0.4353951890034364,0.6346153846153846,0.4353892821031344,0.6941263391207979,0.3364485981308411,0.6940460669274229,0.34800601956358157,0.42990654205607476,0.34782608695652173,0.07913669064748206,0.8,0.07999999999999999,0.3333333333333333,0.0,0.0,1.0
0,0,0,0,1,0,0,0,0.5169082125603864,0,0,0.0,0.4941580756013746,0.8557692307692307,0.494236602628918,0.46065755448836354,0.27102803738317754,0.46066927422859627,0.23100075244544765,0.5233644859813084,0.23076923076923073,0.81294964028777,0.5,0.8133333333333334,0.0,0.0,1.0,0.0
0,0,0,0,0,0,1,0,0.45410628019323673,0,0,0.0,0.34536082474226804,0.49038461538461536,0.3453993933265925,0.4407092722571112,0.5514018691588785,0.4406779661016949,0.6681715575620768,0.5233644859813084,0.6680602006688963,0.6618705035971223,0.9,0.664,0.3333333333333333,1.0,0.0,0.0
0,0,0,1,0,0,0,0,0.5845410628019324,0,0,0.0,0.46735395189003437,0.4423076923076923,0.4675429726996966,0.4041374214998153,0.5794392523364486,0.4037375054324206,0.6805869074492098,0.27102803738317754,0.6806020066889632,0.5755395683453238,0.2,0.576,0.3333333333333333,1.0,0.0,0.0
0,0,0,0,0,0,1,0,0.45410628019323673,0,0,0.0,0.6996563573883161,0.16346153846153846,0.6998988877654195,0.4540081270779461,0.4766355140186916,0.4537157757496741,0.4601203912716328,0.6448598130841121,0.459866220735786,0.6115107913669066,0.4,0.6133333333333334,0.3333333333333333,1.0,0.0,0.0
